file,nI,nJ,nK,nL,tI,tJ,seed,kstar,md5
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s4.txt,20,40,100,10,4,4,4,8,264d4529463a2a1b016d3839d00239fe
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s5.txt,20,40,100,10,4,4,5,8,b7c9c72cc1c6cab1c92b6c4aafae13ba
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s1.txt,20,40,100,10,5,5,1,10,83780219e30364b30957ebb1207efee2
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s2.txt,20,40,100,10,5,5,2,10,aa63249607ed25746792566309271574
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s3.txt,20,40,100,10,5,5,3,10,1f7c8675ddb32cf76db34d339de81451
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s4.txt,20,40,100,10,5,5,4,10,90538e62a5b3c50c0599a5a5151912b3
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s5.txt,20,40,100,10,5,5,5,10,82ee8ea5a527dc9e579b3dc330602ec7
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s1.txt,20,40,100,10,6,6,1,12,f1152ec533125ad2c454f01c40e3cbec
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s2.txt,20,40,100,10,6,6,2,12,6c205dbeedabf195b975179610b52bdd
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s3.txt,20,40,100,10,6,6,3,12,73ca9b4386ab3b10c1295bd3364b89e3
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s4.txt,20,40,100,10,6,6,4,12,064447b53ffa87a3c03fa9f32eecafd1
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s5.txt,20,40,100,10,6,6,5,12,e998e055aff8163cb42bbed61b06a862
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s1.txt,40,20,50,5,2,2,1,4,d85b9c1c849cca18306163f83ffd5dcc
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s2.txt,40,20,50,5,2,2,2,4,9a3ca4d41cb8bdfbf7c96fb9ea31ae99
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s3.txt,40,20,50,5,2,2,3,4,0d93249d56c74bbc52f35565e553f8ce
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s4.txt,40,20,50,5,2,2,4,4,70f7225fa54e11b4c7977ed1ab51c34b
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s5.txt,40,20,50,5,2,2,5,4,f723f9af45aebd5529f2dbc1f17b6085
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s1.txt,40,20,50,5,3,3,1,6,0c563347f2e3223ae83565fc2d68a0c3
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s2.txt,40,20,50,5,3,3,2,6,edfdc2316500886fb6a96c7eefbfc9da
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s3.txt,40,20,50,5,3,3,3,6,7786f009b0a687ca08683c1160e843a8
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s4.txt,40,20,50,5,3,3,4,6,9abe0f34719a598152a7f793ba66c116
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s5.txt,40,20,50,5,3,3,5,6,db801d852174b45172740df61a397a28
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s1.txt,40,20,50,5,4,4,1,8,2cb0b7bd8c444a6898d3242e279c7ebb
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s2.txt,40,20,50,5,4,4,2,8,ba863498d5963f133c41364d8af13980
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s3.txt,40,20,50,5,4,4,3,8,ee51f22f45e636838c03ac3329b75e58
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s4.txt,40,20,50,5,4,4,4,8,40936129e17ea4ac246f974e8a0e0cb1
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s5.txt,40,20,50,5,4,4,5,8,f949c1e7f3202c45eb0bc6681392466e
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s1.txt,40,20,50,5,5,5,1,10,695ceb152ca2721bd154c78d944ffa7e
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s2.txt,40,20,50,5,5,5,2,10,0a8bb143648d777116c844347505d38a
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s3.txt,40,20,50,5,5,5,3,10,bdc76da840b69b90301f23560bb14543
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s4.txt,40,20,50,5,5,5,4,10,736fbbe598345007571d9932d8313b7b
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s5.txt,40,20,50,5,5,5,5,10,8df47fb5582b862261419e0faa377db3
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s1.txt,40,20,50,5,6,6,1,12,84babcc52c8e2e2f07aec2f277d01804
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s2.txt,40,20,50,5,6,6,2,12,1d8db769d977e3ea61a9b45d04d23f3a
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s3.txt,40,20,50,5,6,6,3,12,0f985ce779fae041148009b0f1969bf8
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s4.txt,40,20,50,5,6,6,4,12,74188718cab3ec5443a78c7684b30215
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s5.txt,40,20,50,5,6,6,5,12,2db884808fa1f270ef24444132d94cf8
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s1.txt,40,20,50,10,2,2,1,4,f107e90a0090cd50c6d088f9eb03f008
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s2.txt,40,20,50,10,2,2,2,4,0cd662c14a8502bb4fce136c4534f895
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s3.txt,40,20,50,10,2,2,3,4,7f83b75dcdd922d56d8f2e69ce5bc8ae
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s4.txt,40,20,50,10,2,2,4,4,198cd87932b2670a694e6ecf3bec5d9d
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s5.txt,40,20,50,10,2,2,5,4,7922de22c146f36d3210b9ae6fce550a
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s1.txt,40,20,50,10,3,3,1,6,dd7f52fbb8de28cf95fd4bf0086d4e43
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s2.txt,40,20,50,10,3,3,2,6,bea00077b628cf958a13e6f589bebeaa
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s3.txt,40,20,50,10,3,3,3,6,013ff489a19a9ec06cf7e02bee686f49
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s4.txt,40,20,50,10,3,3,4,6,5391f8c6dbad81165278cbd3e7664e0a
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s5.txt,40,20,50,10,3,3,5,6,b3854e145dd8c6e38dbd20e053084532
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s1.txt,40,20,50,10,4,4,1,8,47de8f7fec9860d1b204657b2e3d049d
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s2.txt,40,20,50,10,4,4,2,8,b8a45c51ddbe56f95617920408f615a7
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s3.txt,40,20,50,10,4,4,3,8,f4be91cff00a31f1667003afed67ace8
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s4.txt,40,20,50,10,4,4,4,8,b215f076336550484c14571104f31a35
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s5.txt,40,20,50,10,4,4,5,8,ec2408dbb5529a0f33179085f3b8b0ea
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s1.txt,40,20,50,10,5,5,1,10,e47a1b7d55c3f80806f4400ea735b2f4
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s2.txt,40,20,50,10,5,5,2,10,9f27a6537ac3c4dbd5e899a29f8f4089
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s3.txt,40,20,50,10,5,5,3,10,8702f1607376f648706fb64001800566
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s4.txt,40,20,50,10,5,5,4,10,802a11d125ee4eaaaa80ef2df0d7b460
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s5.txt,40,20,50,10,5,5,5,10,4e75dd89bd36b139cfab113b3d69477b
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s1.txt,40,20,50,10,6,6,1,12,110a1db3bfac07f4911ab445c7efb303
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s2.txt,40,20,50,10,6,6,2,12,22cf38b6d40e0847d17d20263c677d2c
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s3.txt,40,20,50,10,6,6,3,12,11bf5ddd3c6f6e23f0e31a835f4ea71f
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s4.txt,40,20,50,10,6,6,4,12,dc658441fdfa16660d400ca5430c24a6
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s5.txt,40,20,50,10,6,6,5,12,7b3b7a0a87d63cb68cf500449521cc39
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s1.txt,40,20,100,5,2,2,1,4,0e860f6fbfe20407a3341e35f5d346e2
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s2.txt,40,20,100,5,2,2,2,4,714a6bd3670d713dc7c8f1b9fe7ecd45
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s3.txt,40,20,100,5,2,2,3,4,1425389ff8a413219ceb857f1f196b6e
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s4.txt,40,20,100,5,2,2,4,4,f48b5db1fbb27afaaa2116da342ae76f
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s5.txt,40,20,100,5,2,2,5,4,af278484ed441813c6ab8d48cc6ab0b5
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s1.txt,40,20,100,5,3,3,1,6,b370f4fd59108f01e8bb0e2ff0645769
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s2.txt,40,20,100,5,3,3,2,6,a741ed481f5fc3226270170b1bc8b28c
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s3.txt,40,20,100,5,3,3,3,6,8cef19c5833dcd543bbe06e30b9ded08
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s4.txt,40,20,100,5,3,3,4,6,07490bb7693f275d6350b03810100c6f
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s5.txt,40,20,100,5,3,3,5,6,95d12164606944767ca01e62b9ebe17f
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s1.txt,40,20,100,5,4,4,1,8,d484d757fd5f27f6d850ae721d04ee41
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s2.txt,40,20,100,5,4,4,2,8,764e8fa0bc738495ad7a8d4f546a9a22
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s3.txt,40,20,100,5,4,4,3,8,78d66b43c471836fdc36cd00297b3de1
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s4.txt,40,20,100,5,4,4,4,8,84fdba686fa1f57a13fcd3757298bd5d
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s5.txt,40,20,100,5,4,4,5,8,5c1f0cc6f14ab2481f8219b59ae1ff39
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s1.txt,40,20,100,5,5,5,1,10,f5d19957dd31490476fb29551a640087
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s2.txt,40,20,100,5,5,5,2,10,db4d5a5c5d74228302f214dfccf51479
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s3.txt,40,20,100,5,5,5,3,10,c830cb89a6a369ffb93aaeb3cc34b0f6
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s4.txt,40,20,100,5,5,5,4,10,7fb76e123c6ab8afc8ed91ad19cbd2c9
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s5.txt,40,20,100,5,5,5,5,10,98264bc533af96fbef6eca7f12823289
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s1.txt,40,20,100,5,6,6,1,12,edc30d5817bec3348cc9d5fb43c73024
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s2.txt,40,20,100,5,6,6,2,12,1cfd80b719ba19c5f9ec6f655e55b095
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s3.txt,40,20,100,5,6,6,3,12,d7360e4ee3d945751f350e9009ba7f5b
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s4.txt,40,20,100,5,6,6,4,12,42dc8081a23de8add4db9b4a788cebd9
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s5.txt,40,20,100,5,6,6,5,12,7e04b3d98696228e8db8874dba61f23f
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s1.txt,40,20,100,10,2,2,1,4,dfc3548b7132ffd52cb996d37a238c97
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s2.txt,40,20,100,10,2,2,2,4,19eb5752434325ae4b78cfac0af20828
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s3.txt,40,20,100,10,2,2,3,4,d9bb3bd0b7e65ad3d8d8790e70157a8e
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s4.txt,40,20,100,10,2,2,4,4,caf89a89d183bd6e6b8dd01a0ef0754d
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s5.txt,40,20,100,10,2,2,5,4,db7216198a9e43e90f45a83429f1bb67
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s1.txt,40,20,100,10,3,3,1,6,0eb7b90d98d753e0ff85ba6712b78374
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s2.txt,40,20,100,10,3,3,2,6,fe39f658ac1db40ffc01218d4cc80ce6
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s3.txt,40,20,100,10,3,3,3,6,ab6d0af61ab967a074700b2b826e9e7a
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s4.txt,40,20,100,10,3,3,4,6,61ef06edd5437ebb9d4f1710a2d7777b
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s5.txt,40,20,100,10,3,3,5,6,bc2108e85452b4d6505b445c9549bb2d
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s1.txt,40,20,100,10,4,4,1,8,aef2e53b082e08f1e5b8273a3f82c025
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s2.txt,40,20,100,10,4,4,2,8,fe3eb86697a485ed7b7720f2100be30a
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s3.txt,40,20,100,10,4,4,3,8,a8614387ba529121f2cd9fbd6b3d9908
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s4.txt,40,20,100,10,4,4,4,8,ec47c81270ebf2529e56831c30cabc73
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s5.txt,40,20,100,10,4,4,5,8,9bd77cec659e6503a793e29fe984892f
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s1.txt,40,20,100,10,5,5,1,10,d8889857532f74c4d54c14cc5d189924
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s2.txt,40,20,100,10,5,5,2,10,3c335f59480b312e208c5dbbe597cc2a
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s3.txt,40,20,100,10,5,5,3,10,10a3b315b7cf1ba8bd77b53500b073ec
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s4.txt,40,20,100,10,5,5,4,10,c67333e9d4fa9e56948a5fd4deafdc3a
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s5.txt,40,20,100,10,5,5,5,10,707035b7ebf9cffe67e91d0dbee8d264
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s1.txt,40,20,100,10,6,6,1,12,11f4e5cbe7286613feb06530ecae7350
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s2.txt,40,20,100,10,6,6,2,12,44054f435d2a441f5345ab786e1ca66d
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s3.txt,40,20,100,10,6,6,3,12,f997ee15f669a9f15edd4e55b532c200
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s4.txt,40,20,100,10,6,6,4,12,5b6b98f3d7557f087d3d2e983d3d7c86
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s5.txt,40,20,100,10,6,6,5,12,e1f1b30593c8d9ca4089323fada58567
kstar_nI40_nJ40_nK50_nL5_tI2_tJ2_s1.txt,40,40,50,5,2,2,1,4,fb70f578777a683efbb2d772ed4fd439
kstar_nI40_nJ40_nK50_nL5_tI2_tJ2_s2.txt,40,40,50,5,2,2,2,4,a24657087b6dda95c4fd4257aefe8726
kstar_nI40_nJ40_nK50_nL5_tI2_tJ2_s3.txt,40,40,50,5,2,2,3,4,15d5459bb6fd13ffcf655204251d0e04
kstar_nI40_nJ40_nK50_nL5_tI2_tJ2_s4.txt,40,40,50,5,2,2,4,4,b0ee50a6aafbd35d3be394a965c3b92d
kstar_nI40_nJ40_nK50_nL5_tI2_tJ2_s5.txt,40,40,50,5,2,2,5,4,67e8177e371dc86581fdd02ff2db19b7
kstar_nI40_nJ40_nK50_nL5_tI3_tJ3_s1.txt,40,40,50,5,3,3,1,6,c9c51a3ef2a55a44f3efc4f3eafec5a1
kstar_nI40_nJ40_nK50_nL5_tI3_tJ3_s2.txt,40,40,50,5,3,3,2,6,06d099d31eae55eea10744fb9f35aad0
kstar_nI40_nJ40_nK50_nL5_tI3_tJ3_s3.txt,40,40,50,5,3,3,3,6,3bbb4034b9dd1634c4d09519e348b2a1
kstar_nI40_nJ40_nK50_nL5_tI3_tJ3_s4.txt,40,40,50,5,3,3,4,6,dbe763aa74a901f3983996dde15cfa43
kstar_nI40_nJ40_nK50_nL5_tI3_tJ3_s5.txt,40,40,50,5,3,3,5,6,14233d1737015a8c11d9888dc5a60550
kstar_nI40_nJ40_nK50_nL5_tI4_tJ4_s1.txt,40,40,50,5,4,4,1,8,cfa3737cc6b6ad3981e77a2c411e9314
kstar_nI40_nJ40_nK50_nL5_tI4_tJ4_s2.txt,40,40,50,5,4,4,2,8,e0a1b73c79370c7f24779ea3fedd988b
kstar_nI40_nJ40_nK50_nL5_tI4_tJ4_s3.txt,40,40,50,5,4,4,3,8,00ab5b33bf5edfa3fde7c68182c05ff5
kstar_nI40_nJ40_nK50_nL5_tI4_tJ4_s4.txt,40,40,50,5,4,4,4,8,20b4c9f884dac17b3e6b4e8e6a0beca8
kstar_nI40_nJ40_nK50_nL5_tI4_tJ4_s5.txt,40,40,50,5,4,4,5,8,6840cd18424c20076be448015bd4bdd6
kstar_nI40_nJ40_nK50_nL5_tI5_tJ5_s1.txt,40,40,50,5,5,5,1,10,4c214271e780f8250aafe20ee5107f92
kstar_nI40_nJ40_nK50_nL5_tI5_tJ5_s2.txt,40,40,50,5,5,5,2,10,668ecdf3a786fe5f7708c3f59468bee5
kstar_nI40_nJ40_nK50_nL5_tI5_tJ5_s3.txt,40,40,50,5,5,5,3,10,b5a8cd18f0e591c85d2d4794b21c3207
kstar_nI40_nJ40_nK50_nL5_tI5_tJ5_s4.txt,40,40,50,5,5,5,4,10,85dff85eaf139c54581cb9e4740e2ca7
kstar_nI40_nJ40_nK50_nL5_tI5_tJ5_s5.txt,40,40,50,5,5,5,5,10,67edad0fef34f60371bd17e159013e84
kstar_nI40_nJ40_nK50_nL5_tI6_tJ6_s1.txt,40,40,50,5,6,6,1,12,334a659651484314fa1c2ad4bf3e3225
kstar_nI40_nJ40_nK50_nL5_tI6_tJ6_s2.txt,40,40,50,5,6,6,2,12,aeee079a1fe9ebf91d06a3abf015cbe5
kstar_nI40_nJ40_nK50_nL5_tI6_tJ6_s3.txt,40,40,50,5,6,6,3,12,cd2e3c1d29b8055a60a5487223281fc7
kstar_nI40_nJ40_nK50_nL5_tI6_tJ6_s4.txt,40,40,50,5,6,6,4,12,df38c4c5f9b1fecaf8c20877d5e5fba0
kstar_nI40_nJ40_nK50_nL5_tI6_tJ6_s5.txt,40,40,50,5,6,6,5,12,1941fd30e2d3a9a1893a64338f1578ce
kstar_nI40_nJ40_nK50_nL10_tI2_tJ2_s1.txt,40,40,50,10,2,2,1,4,39df96cb40ae6cc23379a9eca632d08a
kstar_nI40_nJ40_nK50_nL10_tI2_tJ2_s2.txt,40,40,50,10,2,2,2,4,2e36b31594d3ac4d2e1b4bb54ea2dbbe
kstar_nI40_nJ40_nK50_nL10_tI2_tJ2_s3.txt,40,40,50,10,2,2,3,4,728dd40624cc3f70d47ee7cc28559a56
kstar_nI40_nJ40_nK50_nL10_tI2_tJ2_s4.txt,40,40,50,10,2,2,4,4,6cf35b20158fd620251c8ab71821f2b3
kstar_nI40_nJ40_nK50_nL10_tI2_tJ2_s5.txt,40,40,50,10,2,2,5,4,6548fb3ef911122ff4b35e267d1a2a86
kstar_nI40_nJ40_nK50_nL10_tI3_tJ3_s1.txt,40,40,50,10,3,3,1,6,4f6e159638155a17018c24112160e3de
kstar_nI40_nJ40_nK50_nL10_tI3_tJ3_s2.txt,40,40,50,10,3,3,2,6,08902598742ff33493e5a5ea6084adf7
kstar_nI40_nJ40_nK50_nL10_tI3_tJ3_s3.txt,40,40,50,10,3,3,3,6,27adda2e1d49b30b4167e4b519d8dbb4
kstar_nI40_nJ40_nK50_nL10_tI3_tJ3_s4.txt,40,40,50,10,3,3,4,6,5858c7258ab03184d712ee01026b9f69
kstar_nI40_nJ40_nK50_nL10_tI3_tJ3_s5.txt,40,40,50,10,3,3,5,6,db4319ef543fb7d84ef96e9ba95aac5b
kstar_nI40_nJ40_nK50_nL10_tI4_tJ4_s1.txt,40,40,50,10,4,4,1,8,8024e11ff50f9856fa4e8f517a81958c
kstar_nI40_nJ40_nK50_nL10_tI4_tJ4_s2.txt,40,40,50,10,4,4,2,8,eed00b4e19a503d63357fba0ae66df54
kstar_nI40_nJ40_nK50_nL10_tI4_tJ4_s3.txt,40,40,50,10,4,4,3,8,9ac28024c3a95fbade32c81c2647833a
kstar_nI40_nJ40_nK50_nL10_tI4_tJ4_s4.txt,40,40,50,10,4,4,4,8,b989da5c07dd56bb28dfa2593b6c6668
kstar_nI40_nJ40_nK50_nL10_tI4_tJ4_s5.txt,40,40,50,10,4,4,5,8,dc342f684eec5fde4c7921ccd3e9733e
kstar_nI40_nJ40_nK50_nL10_tI5_tJ5_s1.txt,40,40,50,10,5,5,1,10,cd8649765b4d77fc8c5021c133059845
kstar_nI40_nJ40_nK50_nL10_tI5_tJ5_s2.txt,40,40,50,10,5,5,2,10,1496130c816725ce5148b218d47d3ce2
kstar_nI40_nJ40_nK50_nL10_tI5_tJ5_s3.txt,40,40,50,10,5,5,3,10,5b549420e4148dd5021d96830536cd97
kstar_nI40_nJ40_nK50_nL10_tI5_tJ5_s4.txt,40,40,50,10,5,5,4,10,870ec5bc5238d30f948bae7ca9c39492
kstar_nI40_nJ40_nK50_nL10_tI5_tJ5_s5.txt,40,40,50,10,5,5,5,10,dd5e071fb39b1640da5dd5df7277d9b7
kstar_nI40_nJ40_nK50_nL10_tI6_tJ6_s1.txt,40,40,50,10,6,6,1,12,b8a792ce43561daae3ba132a8990691a
kstar_nI40_nJ40_nK50_nL10_tI6_tJ6_s2.txt,40,40,50,10,6,6,2,12,3fc08fbc2fa885a137db112966cefcef
kstar_nI40_nJ40_nK50_nL10_tI6_tJ6_s3.txt,40,40,50,10,6,6,3,12,f2347bb3a841de68818a02f024add806
kstar_nI40_nJ40_nK50_nL10_tI6_tJ6_s4.txt,40,40,50,10,6,6,4,12,b59fab459b042a4cb881da21201d979a
kstar_nI40_nJ40_nK50_nL10_tI6_tJ6_s5.txt,40,40,50,10,6,6,5,12,2a01fba2b91d07f65993a546cf1d49d0
kstar_nI40_nJ40_nK100_nL5_tI2_tJ2_s1.txt,40,40,100,5,2,2,1,4,14a97270a88a18fc9185c13983a36950
kstar_nI40_nJ40_nK100_nL5_tI2_tJ2_s2.txt,40,40,100,5,2,2,2,4,f9899f416c81adc4b015d3ed9f025c06
kstar_nI40_nJ40_nK100_nL5_tI2_tJ2_s3.txt,40,40,100,5,2,2,3,4,4582c544e48c639743b0af01851f9699
kstar_nI40_nJ40_nK100_nL5_tI2_tJ2_s4.txt,40,40,100,5,2,2,4,4,029ce682b2bcdd6d2c26954215c0fd78
kstar_nI40_nJ40_nK100_nL5_tI2_tJ2_s5.txt,40,40,100,5,2,2,5,4,007bc610236b4052ede38ab26113f1be
kstar_nI40_nJ40_nK100_nL5_tI3_tJ3_s1.txt,40,40,100,5,3,3,1,6,dfd2df5b8d1fc09254232e17c72fad33
kstar_nI40_nJ40_nK100_nL5_tI3_tJ3_s2.txt,40,40,100,5,3,3,2,6,b71912b0cb3a29053a2d93160e681f21
kstar_nI40_nJ40_nK100_nL5_tI3_tJ3_s3.txt,40,40,100,5,3,3,3,6,c75b58c3d57015fcffd44c0dbe832316
kstar_nI40_nJ40_nK100_nL5_tI3_tJ3_s4.txt,40,40,100,5,3,3,4,6,b316b6a3c0347dd188af1929a471ccc5
kstar_nI40_nJ40_nK100_nL5_tI3_tJ3_s5.txt,40,40,100,5,3,3,5,6,315412e3bc090fffe3a9ab6be9473d8f
kstar_nI40_nJ40_nK100_nL5_tI4_tJ4_s1.txt,40,40,100,5,4,4,1,8,6687912a1010f115d8fd7027119c0921
kstar_nI40_nJ40_nK100_nL5_tI4_tJ4_s2.txt,40,40,100,5,4,4,2,8,8000420302a97ef8f7317ffc9f8785d5
kstar_nI40_nJ40_nK100_nL5_tI4_tJ4_s3.txt,40,40,100,5,4,4,3,8,df25301869bc19ec198c58092d302db1
kstar_nI40_nJ40_nK100_nL5_tI4_tJ4_s4.txt,40,40,100,5,4,4,4,8,1c906e12c7403f9ed04a2c0aa912410a
kstar_nI40_nJ40_nK100_nL5_tI4_tJ4_s5.txt,40,40,100,5,4,4,5,8,debfa61d03e01a5dc0f215afd54d5c6d
kstar_nI40_nJ40_nK100_nL5_tI5_tJ5_s1.txt,40,40,100,5,5,5,1,10,ef7b2920dad3773d2f1ea04741a2bdac
kstar_nI40_nJ40_nK100_nL5_tI5_tJ5_s2.txt,40,40,100,5,5,5,2,10,bcc4d3ba72b592d7ffc685618ec733a0
kstar_nI40_nJ40_nK100_nL5_tI5_tJ5_s3.txt,40,40,100,5,5,5,3,10,68d2a5f3f55a9b067b879bb8ada1ac66
kstar_nI40_nJ40_nK100_nL5_tI5_tJ5_s4.txt,40,40,100,5,5,5,4,10,b6f0de460e3193545ce70e6c77308b57
kstar_nI40_nJ40_nK100_nL5_tI5_tJ5_s5.txt,40,40,100,5,5,5,5,10,6743b651387f3abde38afc390dcb2219
kstar_nI40_nJ40_nK100_nL5_tI6_tJ6_s1.txt,40,40,100,5,6,6,1,12,a41a22f0b74c5e07a54dd1887a228901
kstar_nI40_nJ40_nK100_nL5_tI6_tJ6_s2.txt,40,40,100,5,6,6,2,12,864b5046b83103a49d4cf1a622f3be05
kstar_nI40_nJ40_nK100_nL5_tI6_tJ6_s3.txt,40,40,100,5,6,6,3,12,b69e003160bae2b7c9eb520cde17fdcf
kstar_nI40_nJ40_nK100_nL5_tI6_tJ6_s4.txt,40,40,100,5,6,6,4,12,4fdb69ce99de27020eb32f2f3b340034
kstar_nI40_nJ40_nK100_nL5_tI6_tJ6_s5.txt,40,40,100,5,6,6,5,12,b04df20705d28408fa1bf1132d187ddc
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s1.txt,40,40,100,10,2,2,1,4,a7cbcbad119533d99aa33f64c3d21bce
