file,nI,nJ,nK,nL,tI,tJ,seed,kstar,md5
kstar_nI20_nJ20_nK30_nL3_tI6_tJ6_s9.txt,20,20,30,3,6,6,9,12,57cbf5786a1db119ab2adf31072ace29
kstar_nI20_nJ20_nK30_nL3_tI6_tJ6_s10.txt,20,20,30,3,6,6,10,12,3876658bd9c3e18ad4154a7044e377db
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s1.txt,20,20,30,3,8,8,1,16,0528c91463ce9431c2664b57cb885d79
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s2.txt,20,20,30,3,8,8,2,16,a651698689bffaf078ad0fdaee03a2ac
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s3.txt,20,20,30,3,8,8,3,16,2698948972b609efb59d0f70d6305213
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s4.txt,20,20,30,3,8,8,4,16,e2214adc6e02b80e53ef3aecd8fbee5b
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s5.txt,20,20,30,3,8,8,5,16,512b93da99a7f20095ea3ecccf3f2506
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s6.txt,20,20,30,3,8,8,6,16,14a5256e590c8545ed3498b8109ad506
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s7.txt,20,20,30,3,8,8,7,16,cf4415908f45e18bd93085829830a58e
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s8.txt,20,20,30,3,8,8,8,16,91a30cf7e02739c7008deb944383a827
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s9.txt,20,20,30,3,8,8,9,16,5857392ec28550f63909ec0b045d4f4a
kstar_nI20_nJ20_nK30_nL3_tI8_tJ8_s10.txt,20,20,30,3,8,8,10,16,b20030766fe7b3d7906cb968a64234c4
